,value
2021-02-02 02:43:14,54
2021-02-02 02:43:19,53
2021-02-02 02:43:29,54
2021-02-02 02:43:44,54
2021-02-02 02:43:59,54
2021-02-02 02:44:04,55
2021-02-02 02:44:09,54
2021-02-02 02:44:14,53
2021-02-02 02:44:29,54
2021-02-02 02:44:44,55
2021-02-02 02:44:49,56
2021-02-02 02:44:59,54
2021-02-02 02:45:04,53
2021-02-02 02:45:19,53
2021-02-02 02:45:29,54
2021-02-02 02:45:34,55
2021-02-02 02:45:39,54
2021-02-02 02:45:44,53
2021-02-02 02:45:59,53
2021-02-02 02:46:04,52
2021-02-02 02:46:19,52
2021-02-02 02:46:34,53
2021-02-02 02:46:39,52
2021-02-02 02:46:44,51
2021-02-02 02:46:59,53
2021-02-02 02:47:04,52
2021-02-02 02:47:14,53
2021-02-02 02:47:24,54
2021-02-02 02:47:39,54
2021-02-02 02:47:44,53
2021-02-02 02:47:59,53
2021-02-02 02:48:09,54
2021-02-02 02:48:14,53
2021-02-02 02:48:19,52
2021-02-02 02:48:29,51
2021-02-02 02:48:34,50
2021-02-02 02:48:49,50
2021-02-02 02:49:04,50
2021-02-02 02:49:14,51
2021-02-02 02:49:19,52
2021-02-02 02:49:34,53
2021-02-02 02:49:44,52
2021-02-02 02:49:54,51
2021-02-02 02:49:59,52
2021-02-02 02:50:14,52
2021-02-02 02:50:19,53
2021-02-02 02:50:24,54
2021-02-02 02:50:29,53
2021-02-02 02:50:34,52
2021-02-02 02:50:49,51
2021-02-02 02:50:54,50
2021-02-02 02:51:04,51
2021-02-02 02:51:19,51
2021-02-02 02:51:24,52
2021-02-02 02:51:34,51
2021-02-02 02:51:49,51
2021-02-02 02:51:54,52
2021-02-02 02:52:09,52
2021-02-02 02:52:19,51
2021-02-02 02:52:29,51
2021-02-02 02:52:34,52
2021-02-02 02:52:49,52
2021-02-02 02:52:59,50
2021-02-02 02:53:14,50
2021-02-02 02:53:29,51
2021-02-02 02:53:34,52
2021-02-02 02:53:44,51
2021-02-02 02:53:49,50
2021-02-02 02:54:04,50
2021-02-02 02:54:19,50
2021-02-02 02:54:34,50
2021-02-02 02:54:49,51
2021-02-02 02:55:04,50
2021-02-02 02:55:08,51
2021-02-02 02:55:13,52
2021-02-02 02:55:18,51
2021-02-02 02:55:23,50
2021-02-02 02:55:38,50
2021-02-02 02:55:43,49
2021-02-02 02:55:58,49
2021-02-02 02:56:08,50
2021-02-02 02:56:23,49
2021-02-02 02:56:28,50
2021-02-02 02:56:33,49
2021-02-02 02:56:43,50
2021-02-02 02:56:53,51
2021-02-02 02:57:08,51
2021-02-02 02:57:13,50
2021-02-02 02:57:18,51
2021-02-02 02:57:33,51
2021-02-02 02:57:43,52
2021-02-02 02:57:48,51
2021-02-02 02:57:58,50
2021-02-02 02:58:13,49
2021-02-02 02:58:28,49
2021-02-02 02:58:43,49
2021-02-02 02:58:53,50
2021-02-02 02:58:58,51
2021-02-02 02:59:03,50
2021-02-02 02:59:08,49
2021-02-02 02:59:13,50
2021-02-02 02:59:18,52
2021-02-02 02:59:23,51
2021-02-02 02:59:38,51
2021-02-02 02:59:53,50
2021-02-02 02:59:58,49
2021-02-02 03:00:08,50
2021-02-02 03:00:23,50
2021-02-02 03:00:28,51
2021-02-02 03:00:33,52
2021-02-02 03:00:38,51
2021-02-02 03:00:43,52
2021-02-02 03:00:48,51
2021-02-02 03:00:58,50
2021-02-02 03:01:03,49
2021-02-02 03:01:13,50
2021-02-02 03:01:28,50
2021-02-02 03:01:43,50
2021-02-02 03:01:48,51
2021-02-02 03:01:53,50
2021-02-02 03:02:08,50
2021-02-02 03:02:23,50
2021-02-02 03:02:38,51
2021-02-02 03:02:43,50
2021-02-02 03:02:48,49
2021-02-02 03:02:58,50
2021-02-02 03:03:03,51
2021-02-02 03:03:08,51
2021-02-02 03:03:18,50
2021-02-02 03:03:23,51
2021-02-02 03:03:28,50
2021-02-02 03:03:43,50
2021-02-02 03:03:48,51
2021-02-02 03:03:53,50
2021-02-02 03:04:08,50
2021-02-02 03:04:18,51
2021-02-02 03:04:23,50
2021-02-02 03:04:38,50
2021-02-02 03:04:53,50
2021-02-02 03:05:08,49
2021-02-02 03:05:23,50
2021-02-02 03:05:38,50
2021-02-02 03:05:43,49
2021-02-02 03:05:58,50
2021-02-02 03:06:08,51
2021-02-02 03:06:18,50
2021-02-02 03:06:28,51
2021-02-02 03:06:33,52
2021-02-02 03:06:38,53
2021-02-02 03:06:43,52
2021-02-02 03:06:48,50
2021-02-02 03:07:03,50
2021-02-02 03:07:08,49
2021-02-02 03:07:23,49
2021-02-02 03:07:28,49
2021-02-02 03:07:38,48
2021-02-02 03:07:43,47
2021-02-02 03:07:53,49
2021-02-02 03:08:08,50
2021-02-02 03:08:18,51
2021-02-02 03:08:23,49
2021-02-02 03:08:38,50
2021-02-02 03:08:43,51
2021-02-02 03:08:48,50
2021-02-02 03:08:53,49
2021-02-02 03:09:08,49
2021-02-02 03:09:13,50
2021-02-02 03:09:28,49
2021-02-02 03:09:43,50
2021-02-02 03:09:48,51
2021-02-02 03:09:53,50
2021-02-02 03:09:58,49
2021-02-02 03:10:13,49
2021-02-02 03:10:18,50
2021-02-02 03:10:23,51
2021-02-02 03:10:28,50
2021-02-02 03:10:43,50
2021-02-02 03:10:48,51
2021-02-02 03:10:53,52
2021-02-02 03:11:08,53
2021-02-02 03:11:13,51
2021-02-02 03:11:18,49
2021-02-02 03:11:33,48
2021-02-02 03:11:48,48
2021-02-02 03:11:53,49
2021-02-02 03:12:08,48
2021-02-02 03:12:18,50
2021-02-02 03:12:23,54
2021-02-02 03:12:28,60
2021-02-02 03:12:33,64
2021-02-02 03:12:43,65
2021-02-02 03:12:53,66
2021-02-02 03:13:08,74
2021-02-02 03:13:13,75
2021-02-02 03:13:18,67
2021-02-02 03:13:23,59
2021-02-02 03:13:28,55
2021-02-02 03:13:38,51
2021-02-02 03:13:43,50
2021-02-02 03:13:48,51
2021-02-02 03:13:58,50
2021-02-02 03:14:03,48
2021-02-02 03:14:13,50
2021-02-02 03:14:18,53
2021-02-02 03:14:23,53
2021-02-02 03:14:28,50
2021-02-02 03:14:33,49
2021-02-02 03:14:38,48
2021-02-02 03:14:53,48
2021-02-02 03:15:08,48
2021-02-02 03:15:13,49
2021-02-02 03:15:18,50
2021-02-02 03:15:33,50
2021-02-02 03:15:38,49
2021-02-02 03:15:43,48
2021-02-02 03:15:48,47
2021-02-02 03:15:58,48
2021-02-02 03:16:03,49
2021-02-02 03:16:13,48
2021-02-02 03:16:23,49
2021-02-02 03:16:28,48
2021-02-02 03:16:33,47
2021-02-02 03:16:38,48
2021-02-02 03:16:43,49
2021-02-02 03:16:58,49
2021-02-02 03:17:03,48
2021-02-02 03:17:08,47
2021-02-02 03:17:13,48
2021-02-02 03:17:18,49
2021-02-02 03:17:23,50
2021-02-02 03:17:28,51
2021-02-02 03:17:33,54
2021-02-02 03:17:38,55
2021-02-02 03:17:43,53
2021-02-02 03:17:48,53
2021-02-02 03:17:53,50
2021-02-02 03:17:58,49
2021-02-02 03:18:13,49
2021-02-02 03:18:28,50
2021-02-02 03:18:38,51
2021-02-02 03:18:53,52
2021-02-02 03:18:58,51
2021-02-02 03:19:03,49
2021-02-02 03:19:13,50
2021-02-02 03:19:28,51
2021-02-02 03:19:38,50
2021-02-02 03:19:43,49
2021-02-02 03:19:58,49
2021-02-02 03:20:08,50
2021-02-02 03:20:18,51
2021-02-02 03:20:23,52
2021-02-02 03:20:28,50
2021-02-02 03:20:33,48
2021-02-02 03:20:43,49
2021-02-02 03:20:48,52
2021-02-02 03:20:53,53
2021-02-02 03:20:58,52
2021-02-02 03:21:03,51
2021-02-02 03:21:08,50
2021-02-02 03:21:23,48
2021-02-02 03:21:28,48
2021-02-02 03:21:33,49
2021-02-02 03:21:38,50
2021-02-02 03:21:48,52
2021-02-02 03:21:53,53
2021-02-02 03:21:58,51
2021-02-02 03:22:13,51
2021-02-02 03:22:18,50
2021-02-02 03:22:28,51
2021-02-02 03:22:43,51
2021-02-02 03:22:48,51
2021-02-02 03:22:53,50
2021-02-02 03:23:03,51
2021-02-02 03:23:08,50
2021-02-02 03:23:13,51
2021-02-02 03:23:18,52
2021-02-02 03:23:23,49
2021-02-02 03:23:33,50
2021-02-02 03:23:43,52
2021-02-02 03:23:53,55
2021-02-02 03:24:08,55
2021-02-02 03:24:18,56
2021-02-02 03:24:23,57
2021-02-02 03:24:28,64
2021-02-02 03:24:33,63
2021-02-02 03:24:42,60
2021-02-02 03:24:57,60
2021-02-02 03:25:02,58
2021-02-02 03:25:12,55
2021-02-02 03:25:17,54
2021-02-02 03:25:27,54
2021-02-02 03:25:32,55
2021-02-02 03:25:37,55
2021-02-02 03:25:47,53
2021-02-02 03:25:52,52
2021-02-02 03:26:02,51
2021-02-02 03:26:07,49
2021-02-02 03:26:12,48
2021-02-02 03:26:17,49
2021-02-02 03:26:22,48
2021-02-02 03:26:32,49
2021-02-02 03:26:42,50
2021-02-02 03:26:52,49
2021-02-02 03:27:07,49
2021-02-02 03:27:22,49
2021-02-02 03:27:32,50
2021-02-02 03:27:47,48
2021-02-02 03:28:02,49
2021-02-02 03:28:17,50
2021-02-02 03:28:27,49
2021-02-02 03:28:32,48
2021-02-02 03:28:42,49
2021-02-02 03:28:47,49
2021-02-02 03:28:57,50
2021-02-02 03:29:02,49
2021-02-02 03:29:07,48
2021-02-02 03:29:22,49
2021-02-02 03:29:32,50
2021-02-02 03:29:37,51
2021-02-02 03:29:52,50
2021-02-02 03:30:02,49
2021-02-02 03:30:07,48
2021-02-02 03:30:17,49
2021-02-02 03:30:22,50
2021-02-02 03:30:27,51
2021-02-02 03:30:32,52
2021-02-02 03:30:37,52
2021-02-02 03:30:42,49
2021-02-02 03:30:47,48
2021-02-02 03:31:02,49
2021-02-02 03:31:07,51
2021-02-02 03:31:12,50
2021-02-02 03:31:27,50
2021-02-02 03:31:32,51
2021-02-02 03:31:37,53
2021-02-02 03:31:42,54
2021-02-02 03:31:57,58
2021-02-02 03:32:02,72
2021-02-02 03:32:07,69
2021-02-02 03:32:12,59
2021-02-02 03:32:17,54
2021-02-02 03:32:22,52
2021-02-02 03:32:27,50
2021-02-02 03:32:42,48
2021-02-02 03:32:57,49
2021-02-02 03:33:02,52
2021-02-02 03:33:07,51
2021-02-02 03:33:12,50
2021-02-02 03:33:27,50
2021-02-02 03:33:37,51
2021-02-02 03:33:47,52
2021-02-02 03:33:52,51
2021-02-02 03:33:57,50
2021-02-02 03:34:12,50
2021-02-02 03:34:17,49
2021-02-02 03:34:22,48
2021-02-02 03:34:32,49
2021-02-02 03:34:37,50
2021-02-02 03:34:42,49
2021-02-02 03:34:52,50
2021-02-02 03:35:02,51
2021-02-02 03:35:12,50
2021-02-02 03:35:27,50
2021-02-02 03:35:32,51
2021-02-02 03:35:37,51
2021-02-02 03:35:42,50
2021-02-02 03:35:52,51
2021-02-02 03:35:57,50
2021-02-02 03:36:12,50
2021-02-02 03:36:17,49
2021-02-02 03:36:22,48
2021-02-02 03:36:27,49
2021-02-02 03:36:32,50
2021-02-02 03:36:42,51
2021-02-02 03:36:52,50
2021-02-02 03:37:02,51
2021-02-02 03:37:12,52
2021-02-02 03:37:22,49
2021-02-02 03:37:27,48
2021-02-02 03:37:32,49
2021-02-02 03:37:42,50
2021-02-02 03:37:57,50
2021-02-02 03:38:02,51
2021-02-02 03:38:07,50
2021-02-02 03:38:22,51
2021-02-02 03:38:27,52
2021-02-02 03:38:42,52
2021-02-02 03:38:47,51
2021-02-02 03:39:02,51
2021-02-02 03:39:17,51
2021-02-02 03:39:22,50
2021-02-02 03:39:27,50
2021-02-02 03:39:42,50
2021-02-02 03:39:57,50
2021-02-02 03:40:02,52
2021-02-02 03:40:17,50
2021-02-02 03:40:22,51
2021-02-02 03:40:27,52
2021-02-02 03:40:32,51
2021-02-02 03:40:37,50
2021-02-02 03:40:42,51
2021-02-02 03:40:57,51
2021-02-02 03:41:07,52
2021-02-02 03:41:22,51
2021-02-02 03:41:27,50
2021-02-02 03:41:37,52
2021-02-02 03:41:42,53
2021-02-02 03:41:47,52
2021-02-02 03:41:52,50
2021-02-02 03:41:57,49
2021-02-02 03:42:02,50
2021-02-02 03:42:07,51
2021-02-02 03:42:22,51
2021-02-02 03:42:27,50
2021-02-02 03:42:42,49
2021-02-02 03:42:52,51
2021-02-02 03:42:57,50
2021-02-02 03:43:12,50
2021-02-02 03:43:17,50
2021-02-02 03:43:22,51
2021-02-02 03:43:37,51
2021-02-02 03:43:42,52
2021-02-02 03:43:52,53
2021-02-02 03:43:57,51
2021-02-02 03:44:02,50
2021-02-02 03:44:12,51
2021-02-02 03:44:22,52
2021-02-02 03:44:27,53
2021-02-02 03:44:32,54
2021-02-02 03:44:37,53
2021-02-02 03:44:42,51
2021-02-02 03:44:57,51
2021-02-02 03:45:02,50
2021-02-02 03:45:07,51
2021-02-02 03:45:12,50
2021-02-02 03:45:17,49
2021-02-02 03:45:32,49
2021-02-02 03:45:37,50
2021-02-02 03:45:47,49
2021-02-02 03:45:57,50
2021-02-02 03:46:07,51
2021-02-02 03:46:17,52
2021-02-02 03:46:22,50
2021-02-02 03:46:27,49
2021-02-02 03:46:32,50
2021-02-02 03:46:37,51
2021-02-02 03:46:52,51
2021-02-02 03:46:57,50
2021-02-02 03:47:07,51
2021-02-02 03:47:12,52
2021-02-02 03:47:27,52
2021-02-02 03:47:32,50
2021-02-02 03:47:37,49
2021-02-02 03:47:47,50
2021-02-02 03:47:57,51
2021-02-02 03:48:12,52
2021-02-02 03:48:22,51
2021-02-02 03:48:27,50
2021-02-02 03:48:42,50
2021-02-02 03:48:47,51
2021-02-02 03:48:57,52
2021-02-02 03:49:02,53
2021-02-02 03:49:07,52
2021-02-02 03:49:22,52
2021-02-02 03:49:32,51
2021-02-02 03:49:47,51
2021-02-02 03:50:02,51
2021-02-02 03:50:07,50
2021-02-02 03:50:22,50
2021-02-02 03:50:32,51
2021-02-02 03:50:37,52
2021-02-02 03:50:42,51
2021-02-02 03:50:47,51
2021-02-02 03:51:02,52
2021-02-02 03:51:07,50
2021-02-02 03:51:12,49
2021-02-02 03:51:17,48
2021-02-02 03:51:27,49
2021-02-02 03:51:37,50
2021-02-02 03:51:42,51
2021-02-02 03:51:47,52
2021-02-02 03:51:57,51
2021-02-02 03:52:12,51
2021-02-02 03:52:27,51
2021-02-02 03:52:37,49
2021-02-02 03:52:42,49
2021-02-02 03:52:47,50
2021-02-02 03:53:02,50
2021-02-02 03:53:07,50
2021-02-02 03:53:22,50
2021-02-02 03:53:37,51
2021-02-02 03:53:47,51
2021-02-02 03:53:57,50
2021-02-02 03:54:02,51
2021-02-02 03:54:07,52
2021-02-02 03:54:16,52
2021-02-02 03:54:21,51
2021-02-02 03:54:36,51
2021-02-02 03:54:46,49
2021-02-02 03:55:01,50
2021-02-02 03:55:16,49
2021-02-02 03:55:26,50
2021-02-02 03:55:36,52
2021-02-02 03:55:41,51
2021-02-02 03:55:56,50
2021-02-02 03:56:11,50
2021-02-02 03:56:16,51
2021-02-02 03:56:21,50
2021-02-02 03:56:26,49
2021-02-02 03:56:31,48
2021-02-02 03:56:36,49
2021-02-02 03:56:46,50
2021-02-02 03:56:51,51
2021-02-02 03:57:01,49
2021-02-02 03:57:16,49
2021-02-02 03:57:21,51
2021-02-02 03:57:26,49
2021-02-02 03:57:41,51
2021-02-02 03:57:46,52
2021-02-02 03:57:56,53
2021-02-02 03:58:01,50
2021-02-02 03:58:06,49
2021-02-02 03:58:11,49
2021-02-02 03:58:16,50
2021-02-02 03:58:21,52
2021-02-02 03:58:26,50
2021-02-02 03:58:36,49
2021-02-02 03:58:41,48
2021-02-02 03:58:46,49
2021-02-02 03:58:51,48
2021-02-02 03:59:06,49
2021-02-02 03:59:11,50
2021-02-02 03:59:16,51
2021-02-02 03:59:21,50
2021-02-02 03:59:26,49
2021-02-02 03:59:36,50
2021-02-02 03:59:46,51
2021-02-02 03:59:56,52
2021-02-02 04:00:01,52
2021-02-02 04:00:16,52
2021-02-02 04:00:21,53
2021-02-02 04:00:26,54
2021-02-02 04:00:41,54
2021-02-02 04:00:46,55
2021-02-02 04:00:51,57
2021-02-02 04:00:56,58
2021-02-02 04:01:11,59
2021-02-02 04:01:16,60
2021-02-02 04:01:31,60
2021-02-02 04:01:36,60
2021-02-02 04:01:41,61
2021-02-02 04:01:46,62
2021-02-02 04:01:51,63
2021-02-02 04:02:01,64
2021-02-02 04:02:16,64
2021-02-02 04:02:26,65
2021-02-02 04:02:36,66
2021-02-02 04:02:41,67
2021-02-02 04:02:46,66
2021-02-02 04:02:56,67
2021-02-02 04:03:06,68
2021-02-02 04:03:21,68
2021-02-02 04:03:36,68
2021-02-02 04:03:51,68
2021-02-02 04:03:56,69
2021-02-02 04:04:06,68
2021-02-02 04:04:21,67
2021-02-02 04:04:26,61
2021-02-02 04:04:31,60
2021-02-02 04:04:36,61
2021-02-02 04:04:41,60
2021-02-02 04:04:51,59
2021-02-02 04:05:01,58
2021-02-02 04:05:06,57
2021-02-02 04:05:11,56
2021-02-02 04:05:21,57
2021-02-02 04:05:26,58
2021-02-02 04:05:31,59
2021-02-02 04:05:36,60
2021-02-02 04:05:41,61
2021-02-02 04:05:56,61
2021-02-02 04:06:11,61
2021-02-02 04:06:26,60
2021-02-02 04:06:31,57
2021-02-02 04:06:36,56
2021-02-02 04:06:51,56
2021-02-02 04:07:01,58
2021-02-02 04:07:06,60
2021-02-02 04:07:11,61
2021-02-02 04:07:16,63
2021-02-02 04:07:31,63
2021-02-02 04:07:41,64
2021-02-02 04:07:46,66
2021-02-02 04:07:51,68
2021-02-02 04:07:56,65
2021-02-02 04:08:11,65
2021-02-02 04:08:16,66
2021-02-02 04:08:21,67
2021-02-02 04:08:26,65
2021-02-02 04:08:31,63
2021-02-02 04:08:36,59
2021-02-02 04:08:41,57
2021-02-02 04:08:56,59
2021-02-02 04:09:01,60
2021-02-02 04:09:06,62
2021-02-02 04:09:11,63
2021-02-02 04:09:21,64
2021-02-02 04:09:26,66
2021-02-02 04:09:41,67
2021-02-02 04:09:51,68
2021-02-02 04:09:56,69
2021-02-02 04:10:01,70
2021-02-02 04:10:16,69
2021-02-02 04:10:26,70
2021-02-02 04:10:31,71
2021-02-02 04:10:46,72
2021-02-02 04:10:51,71
2021-02-02 04:10:56,68
2021-02-02 04:11:01,65
2021-02-02 04:11:06,62
2021-02-02 04:11:11,61
2021-02-02 04:11:16,60
2021-02-02 04:11:26,62
2021-02-02 04:11:31,65
2021-02-02 04:11:36,70
2021-02-02 04:11:41,67
2021-02-02 04:11:46,62
2021-02-02 04:11:51,57
2021-02-02 04:11:56,56
2021-02-02 04:12:06,58
2021-02-02 04:12:11,59
2021-02-02 04:12:16,57
2021-02-02 04:12:21,55
2021-02-02 04:12:31,56
2021-02-02 04:12:46,57
2021-02-02 04:12:56,58
2021-02-02 04:13:01,59
2021-02-02 04:13:11,71
2021-02-02 04:13:16,77
2021-02-02 04:13:21,73
2021-02-02 04:13:26,66
2021-02-02 04:13:31,62
2021-02-02 04:13:36,61
2021-02-02 04:13:41,58
2021-02-02 04:13:46,56
2021-02-02 04:13:51,53
2021-02-02 04:13:56,50
2021-02-02 04:14:01,49
2021-02-02 04:14:11,50
2021-02-02 04:14:26,51
2021-02-02 04:14:31,50
2021-02-02 04:14:36,49
2021-02-02 04:14:41,48
2021-02-02 04:14:46,47
2021-02-02 04:14:56,48
2021-02-02 04:15:06,50
2021-02-02 04:15:11,50
2021-02-02 04:15:16,49
2021-02-02 04:15:21,50
2021-02-02 04:15:26,53
2021-02-02 04:15:31,56
2021-02-02 04:15:36,60
2021-02-02 04:15:41,62
2021-02-02 04:15:46,63
2021-02-02 04:15:51,62
2021-02-02 04:15:56,59
2021-02-02 04:16:01,58
2021-02-02 04:16:06,60
2021-02-02 04:16:11,59
2021-02-02 04:16:21,60
2021-02-02 04:16:26,63
2021-02-02 04:16:31,65
2021-02-02 04:16:36,66
2021-02-02 04:16:41,68
2021-02-02 04:16:46,71
2021-02-02 04:16:51,73
2021-02-02 04:16:56,74
2021-02-02 04:17:01,76
2021-02-02 04:17:16,76
2021-02-02 04:17:26,78
2021-02-02 04:17:31,79
2021-02-02 04:17:36,77
2021-02-02 04:17:41,75
2021-02-02 04:17:46,75
2021-02-02 04:17:51,73
2021-02-02 04:17:56,70
2021-02-02 04:18:06,73
2021-02-02 04:18:11,71
2021-02-02 04:18:16,65
2021-02-02 04:18:21,63
2021-02-02 04:18:31,61
2021-02-02 04:18:41,63
2021-02-02 04:18:46,66
2021-02-02 04:18:51,68
2021-02-02 04:18:56,69
2021-02-02 04:19:06,70
2021-02-02 04:19:21,71
2021-02-02 04:19:31,70
2021-02-02 04:19:36,67
2021-02-02 04:19:41,67
2021-02-02 04:19:46,65
2021-02-02 04:19:51,68
2021-02-02 04:19:56,69
2021-02-02 04:20:06,68
2021-02-02 04:20:21,68
2021-02-02 04:20:26,69
2021-02-02 04:20:31,71
2021-02-02 04:20:46,71
2021-02-02 04:20:51,71
2021-02-02 04:20:58,73
2021-02-02 04:21:03,75
2021-02-02 04:21:08,77
2021-02-02 04:21:13,79
2021-02-02 04:21:18,78
2021-02-02 04:21:23,75
2021-02-02 04:21:28,65
2021-02-02 04:21:33,59
2021-02-02 04:21:43,62
2021-02-02 04:21:53,65
2021-02-02 04:21:58,67
2021-02-02 04:22:03,69
2021-02-02 04:22:13,67
2021-02-02 04:22:28,66
2021-02-02 04:22:33,64
2021-02-02 04:22:43,65
2021-02-02 04:22:48,66
2021-02-02 04:22:53,66
2021-02-02 04:22:58,68
2021-02-02 04:23:03,69
2021-02-02 04:23:08,68
2021-02-02 04:23:13,64
2021-02-02 04:23:18,61
2021-02-02 04:23:23,57
2021-02-02 04:23:28,56
2021-02-02 04:23:43,56
2021-02-02 04:23:48,56
2021-02-02 04:23:53,57
2021-02-02 04:24:03,57
2021-02-02 04:24:08,58
2021-02-02 04:24:23,58
2021-02-02 04:24:28,60
2021-02-02 04:24:38,58
2021-02-02 04:24:48,57
2021-02-02 04:24:53,53
2021-02-02 04:25:03,54
2021-02-02 04:25:08,56
2021-02-02 04:25:13,58
2021-02-02 04:25:18,60
2021-02-02 04:25:28,59
2021-02-02 04:25:33,58
2021-02-02 04:25:38,59
2021-02-02 04:25:48,61
2021-02-02 04:25:53,62
2021-02-02 04:25:58,61
2021-02-02 04:26:03,60
2021-02-02 04:26:18,60
2021-02-02 04:26:28,58
2021-02-02 04:26:38,59
2021-02-02 04:26:43,60
2021-02-02 04:26:48,61
2021-02-02 04:26:57,62
2021-02-02 04:27:12,61
2021-02-02 04:27:22,62
2021-02-02 04:27:32,66
2021-02-02 04:27:37,69
2021-02-02 04:27:42,70
2021-02-02 04:27:47,69
2021-02-02 04:27:52,66
2021-02-02 04:27:57,63
2021-02-02 04:28:02,59
2021-02-02 04:28:17,56
2021-02-02 04:28:22,55
2021-02-02 04:28:27,56
2021-02-02 04:28:37,58
2021-02-02 04:28:47,60
2021-02-02 04:29:02,62
2021-02-02 04:29:17,61
2021-02-02 04:29:32,62
2021-02-02 04:29:37,60
2021-02-02 04:29:42,61
2021-02-02 04:29:52,62
2021-02-02 04:29:57,65
2021-02-02 04:30:07,63
2021-02-02 04:30:12,62
2021-02-02 04:30:27,60
2021-02-02 04:30:32,59
2021-02-02 04:30:37,58
2021-02-02 04:30:42,57
2021-02-02 04:30:47,58
2021-02-02 04:30:57,56
2021-02-02 04:31:02,57
2021-02-02 04:31:17,58
2021-02-02 04:31:22,59
2021-02-02 04:31:32,60
2021-02-02 04:31:37,62
2021-02-02 04:31:52,60
2021-02-02 04:31:57,59
2021-02-02 04:32:02,57
2021-02-02 04:32:07,56
2021-02-02 04:32:12,58
2021-02-02 04:32:17,59
2021-02-02 04:32:22,60
2021-02-02 04:32:27,61
2021-02-02 04:32:32,60
2021-02-02 04:32:37,59
2021-02-02 04:32:42,58
2021-02-02 04:32:52,56
2021-02-02 04:32:57,55
2021-02-02 04:33:02,54
2021-02-02 04:33:07,55
2021-02-02 04:33:22,55
2021-02-02 04:33:27,56
2021-02-02 04:33:37,54
2021-02-02 04:33:42,55
2021-02-02 04:33:47,55
2021-02-02 04:34:02,56
2021-02-02 04:34:12,57
2021-02-02 04:34:17,55
2021-02-02 04:34:22,56
2021-02-02 04:34:27,52
2021-02-02 04:34:37,54
2021-02-02 04:34:42,55
2021-02-02 04:34:47,56
2021-02-02 04:34:52,55
2021-02-02 04:35:07,57
2021-02-02 04:35:12,56
2021-02-02 04:35:22,58
2021-02-02 04:35:32,66
2021-02-02 04:35:37,68
2021-02-02 04:35:42,63
2021-02-02 04:35:47,57
2021-02-02 04:35:52,52
2021-02-02 04:35:57,50
2021-02-02 04:36:12,50
2021-02-02 04:36:22,51
2021-02-02 04:36:32,52
2021-02-02 04:36:37,53
2021-02-02 04:36:42,54
2021-02-02 04:36:47,56
2021-02-02 04:36:52,54
2021-02-02 04:36:57,55
2021-02-02 04:37:02,57
2021-02-02 04:37:07,54
2021-02-02 04:37:12,57
2021-02-02 04:37:17,56
2021-02-02 04:37:22,53
2021-02-02 04:37:27,54
2021-02-02 04:37:32,55
2021-02-02 04:37:42,56
2021-02-02 04:37:47,55
2021-02-02 04:37:52,54
2021-02-02 04:37:57,53
2021-02-02 04:38:07,54
2021-02-02 04:38:12,56
2021-02-02 04:38:17,57
2021-02-02 04:38:27,56
2021-02-02 04:38:42,54
2021-02-02 04:38:47,53
2021-02-02 04:38:52,54
2021-02-02 04:39:02,55
2021-02-02 04:39:07,54
2021-02-02 04:39:12,53
2021-02-02 04:39:17,52
2021-02-02 04:39:32,52
2021-02-02 04:39:37,53
2021-02-02 04:39:42,52
2021-02-02 04:39:47,51
2021-02-02 04:39:52,53
2021-02-02 04:39:57,54
2021-02-02 04:40:07,55
2021-02-02 04:40:12,53
2021-02-02 04:40:17,54
2021-02-02 04:40:27,53
2021-02-02 04:40:37,54
2021-02-02 04:40:42,55
2021-02-02 04:40:47,56
2021-02-02 04:40:57,57
2021-02-02 04:41:07,60
2021-02-02 04:41:12,58
2021-02-02 04:41:17,56
2021-02-02 04:41:22,51
2021-02-02 04:41:27,50
2021-02-02 04:41:32,52
2021-02-02 04:41:47,51
2021-02-02 04:41:52,50
2021-02-02 04:41:57,51
2021-02-02 04:42:12,52
2021-02-02 04:42:22,51
2021-02-02 04:42:27,49
2021-02-02 04:42:37,50
2021-02-02 04:42:42,49
2021-02-02 04:42:57,49
2021-02-02 04:43:07,50
2021-02-02 04:43:17,52
2021-02-02 04:43:22,53
2021-02-02 04:43:27,52
2021-02-02 04:43:32,51
2021-02-02 04:43:47,50
2021-02-02 04:43:57,51
2021-02-02 04:44:02,50
2021-02-02 04:44:12,49
2021-02-02 04:44:17,48
2021-02-02 04:44:22,49
2021-02-02 04:44:37,51
2021-02-02 04:44:47,50
2021-02-02 04:44:52,49
2021-02-02 04:44:57,47
2021-02-02 04:45:12,47
2021-02-02 04:45:17,48
2021-02-02 04:45:22,49
2021-02-02 04:45:27,50
2021-02-02 04:45:32,51
2021-02-02 04:45:37,53
2021-02-02 04:45:42,54
2021-02-02 04:45:47,55
2021-02-02 04:46:02,56
2021-02-02 04:46:07,54
2021-02-02 04:46:12,53
2021-02-02 04:46:27,55
2021-02-02 04:46:32,57
2021-02-02 04:46:37,59
2021-02-02 04:46:42,57
2021-02-02 04:46:47,56
2021-02-02 04:46:52,58
2021-02-02 04:46:57,56
2021-02-02 04:47:02,53
2021-02-02 04:47:07,54
2021-02-02 04:47:12,53
2021-02-02 04:47:22,54
2021-02-02 04:47:27,52
2021-02-02 04:47:32,51
2021-02-02 04:47:42,53
2021-02-02 04:47:47,57
