,value
2021-02-02 05:11:45,45
2021-02-02 05:12:00,45
2021-02-02 05:12:05,46
2021-02-02 05:12:10,47
2021-02-02 05:12:17,49
2021-02-02 05:12:27,48
2021-02-02 05:12:37,47
2021-02-02 05:12:42,46
2021-02-02 05:12:57,46
2021-02-02 05:13:02,45
2021-02-02 05:13:17,45
2021-02-02 05:13:22,46
2021-02-02 05:13:37,47
2021-02-02 05:13:52,47
2021-02-02 05:14:07,47
2021-02-02 05:14:12,47
2021-02-02 05:14:17,46
2021-02-02 05:14:32,46
2021-02-02 05:14:47,47
2021-02-02 05:14:52,49
2021-02-02 05:14:57,51
2021-02-02 05:15:12,51
2021-02-02 05:15:17,77
2021-02-02 05:15:22,86
2021-02-02 05:15:27,87
2021-02-02 05:15:36,80
2021-02-02 05:15:41,65
2021-02-02 05:15:46,60
2021-02-02 05:15:51,57
2021-02-02 05:15:56,55
2021-02-02 05:16:01,54
2021-02-02 05:16:16,55
2021-02-02 05:16:21,54
2021-02-02 05:16:26,52
2021-02-02 05:16:31,51
2021-02-02 05:16:41,52
2021-02-02 05:16:46,53
2021-02-02 05:16:51,57
2021-02-02 05:16:56,57
2021-02-02 05:17:01,56
2021-02-02 05:17:06,53
2021-02-02 05:17:11,52
2021-02-02 05:17:16,51
2021-02-02 05:17:21,52
2021-02-02 05:17:26,53
2021-02-02 05:17:31,54
2021-02-02 05:17:36,53
2021-02-02 05:17:41,52
2021-02-02 05:17:46,53
2021-02-02 05:17:51,54
2021-02-02 05:18:06,52
2021-02-02 05:18:11,51
2021-02-02 05:18:16,50
2021-02-02 05:18:31,49
2021-02-02 05:18:41,48
2021-02-02 05:18:56,48
2021-02-02 05:19:11,48
2021-02-02 05:19:16,51
2021-02-02 05:19:21,56
2021-02-02 05:19:26,59
2021-02-02 05:19:31,58
2021-02-02 05:19:36,57
2021-02-02 05:19:41,55
2021-02-02 05:19:46,56
2021-02-02 05:19:56,55
2021-02-02 05:20:01,54
2021-02-02 05:20:06,52
2021-02-02 05:20:16,51
2021-02-02 05:20:21,52
2021-02-02 05:20:26,53
2021-02-02 05:20:31,54
2021-02-02 05:20:36,55
2021-02-02 05:20:41,56
2021-02-02 05:20:46,58
2021-02-02 05:20:56,59
2021-02-02 05:21:01,66
2021-02-02 05:21:06,71
2021-02-02 05:21:11,69
2021-02-02 05:21:16,64
2021-02-02 05:21:21,58
2021-02-02 05:21:26,57
2021-02-02 05:21:36,59
2021-02-02 05:21:41,58
2021-02-02 05:21:51,59
2021-02-02 05:21:56,60
2021-02-02 05:22:01,68
2021-02-02 05:22:06,72
2021-02-02 05:22:11,66
2021-02-02 05:22:16,60
2021-02-02 05:22:21,57
2021-02-02 05:22:26,54
2021-02-02 05:22:31,52
2021-02-02 05:22:46,51
2021-02-02 05:22:51,50
2021-02-02 05:23:01,51
2021-02-02 05:23:06,53
2021-02-02 05:23:11,54
2021-02-02 05:23:21,55
2021-02-02 05:23:26,56
2021-02-02 05:23:31,55
2021-02-02 05:23:41,54
2021-02-02 05:23:56,53
2021-02-02 05:24:01,54
2021-02-02 05:24:06,53
2021-02-02 05:24:11,54
2021-02-02 05:24:16,58
2021-02-02 05:24:21,61
2021-02-02 05:24:26,62
2021-02-02 05:24:31,61
2021-02-02 05:24:36,60
2021-02-02 05:24:41,59
2021-02-02 05:24:51,58
2021-02-02 05:24:56,57
2021-02-02 05:25:06,58
2021-02-02 05:25:11,59
2021-02-02 05:25:16,60
2021-02-02 05:25:21,62
2021-02-02 05:25:26,63
2021-02-02 05:25:36,65
2021-02-02 05:25:41,63
2021-02-02 05:25:46,59
2021-02-02 05:25:51,57
2021-02-02 05:25:56,56
2021-02-02 05:26:01,62
2021-02-02 05:26:06,66
2021-02-02 05:26:11,65
2021-02-02 05:26:16,61
2021-02-02 05:26:21,56
2021-02-02 05:26:26,53
2021-02-02 05:26:31,52
2021-02-02 05:26:41,54
2021-02-02 05:26:46,55
2021-02-02 05:26:51,57
2021-02-02 05:27:01,58
2021-02-02 05:27:06,61
2021-02-02 05:27:11,62
2021-02-02 05:27:16,64
2021-02-02 05:27:21,67
2021-02-02 05:27:26,68
2021-02-02 05:27:31,63
2021-02-02 05:27:36,61
2021-02-02 05:27:41,59
2021-02-02 05:27:56,59
2021-02-02 05:28:11,60
2021-02-02 05:28:26,60
2021-02-02 05:28:36,61
2021-02-02 05:28:41,62
2021-02-02 05:28:46,63
2021-02-02 05:29:01,63
2021-02-02 05:29:06,62
2021-02-02 05:29:11,61
2021-02-02 05:29:16,60
2021-02-02 05:29:21,58
2021-02-02 05:29:26,56
2021-02-02 05:29:31,55
2021-02-02 05:29:36,54
2021-02-02 05:29:51,53
2021-02-02 05:30:01,53
2021-02-02 05:30:06,55
2021-02-02 05:30:11,62
2021-02-02 05:30:16,63
2021-02-02 05:30:21,61
2021-02-02 05:30:26,57
2021-02-02 05:30:31,55
2021-02-02 05:30:36,53
2021-02-02 05:30:41,52
2021-02-02 05:30:51,53
2021-02-02 05:31:06,53
2021-02-02 05:31:21,53
2021-02-02 05:31:31,56
2021-02-02 05:31:36,58
2021-02-02 05:31:41,59
2021-02-02 05:31:56,58
2021-02-02 05:32:06,57
2021-02-02 05:32:11,56
2021-02-02 05:32:16,55
2021-02-02 05:32:21,54
2021-02-02 05:32:26,53
2021-02-02 05:32:31,52
2021-02-02 05:32:46,54
2021-02-02 05:32:51,57
2021-02-02 05:32:56,60
2021-02-02 05:33:06,59
2021-02-02 05:33:11,60
2021-02-02 05:33:16,61
2021-02-02 05:33:21,60
2021-02-02 05:33:26,59
2021-02-02 05:33:31,58
2021-02-02 05:33:41,59
2021-02-02 05:33:56,61
2021-02-02 05:34:01,64
2021-02-02 05:34:06,70
2021-02-02 05:34:11,70
2021-02-02 05:34:16,61
2021-02-02 05:34:21,57
2021-02-02 05:34:26,56
2021-02-02 05:34:31,55
2021-02-02 05:34:46,56
2021-02-02 05:35:01,56
2021-02-02 05:35:06,59
2021-02-02 05:35:11,61
2021-02-02 05:35:21,65
2021-02-02 05:35:26,72
2021-02-02 05:35:31,64
2021-02-02 05:35:36,62
2021-02-02 05:35:41,58
2021-02-02 05:35:46,55
2021-02-02 05:35:51,52
2021-02-02 05:35:56,51
2021-02-02 05:36:01,50
2021-02-02 05:36:06,49
2021-02-02 05:36:11,49
2021-02-02 05:36:16,48
2021-02-02 05:36:26,49
2021-02-02 05:36:36,50
2021-02-02 05:36:41,52
2021-02-02 05:36:46,53
2021-02-02 05:36:51,51
2021-02-02 05:36:56,50
2021-02-02 05:37:11,51
2021-02-02 05:37:16,52
2021-02-02 05:37:21,53
2021-02-02 05:37:36,52
2021-02-02 05:37:41,51
2021-02-02 05:37:51,52
2021-02-02 05:37:56,51
2021-02-02 05:38:01,49
2021-02-02 05:38:16,48
2021-02-02 05:38:21,47
2021-02-02 05:38:36,49
2021-02-02 05:38:46,50
2021-02-02 05:38:51,52
2021-02-02 05:38:56,51
2021-02-02 05:39:01,50
2021-02-02 05:39:11,49
2021-02-02 05:39:26,49
2021-02-02 05:39:31,48
2021-02-02 05:39:46,48
2021-02-02 05:39:51,48
2021-02-02 05:39:56,47
2021-02-02 05:40:11,47
2021-02-02 05:40:21,46
2021-02-02 05:40:31,47
2021-02-02 05:40:46,50
2021-02-02 05:41:01,50
2021-02-02 05:41:16,49
2021-02-02 05:41:26,48
2021-02-02 05:41:41,48
2021-02-02 05:41:56,49
2021-02-02 05:42:11,49
2021-02-02 05:42:21,48
2021-02-02 05:42:36,48
2021-02-02 05:42:46,50
2021-02-02 05:42:51,49
2021-02-02 05:42:56,48
2021-02-02 05:43:11,48
2021-02-02 05:43:16,48
2021-02-02 05:43:31,48
2021-02-02 05:43:46,48
2021-02-02 05:44:01,48
2021-02-02 05:44:16,48
2021-02-02 05:44:31,48
2021-02-02 05:44:32,49
2021-02-02 05:44:47,49
2021-02-02 05:44:57,48
2021-02-02 05:45:02,49
2021-02-02 05:45:17,50
2021-02-02 05:45:22,51
2021-02-02 05:45:27,57
2021-02-02 05:45:32,61
2021-02-02 05:45:37,62
2021-02-02 05:45:47,78
2021-02-02 05:45:52,82
2021-02-02 05:45:57,79
2021-02-02 05:46:02,77
2021-02-02 05:46:07,72
2021-02-02 05:46:12,64
2021-02-02 05:46:17,62
2021-02-02 05:46:22,59
2021-02-02 05:46:27,56
2021-02-02 05:46:32,52
2021-02-02 05:46:37,50
2021-02-02 05:46:47,49
2021-02-02 05:46:52,48
2021-02-02 05:47:07,48
2021-02-02 05:47:22,49
2021-02-02 05:47:27,48
2021-02-02 05:47:32,47
2021-02-02 05:47:42,48
2021-02-02 05:47:57,48
2021-02-02 05:48:02,49
2021-02-02 05:48:07,50
2021-02-02 05:48:12,52
2021-02-02 05:48:17,51
2021-02-02 05:48:22,50
2021-02-02 05:48:32,49
2021-02-02 05:48:47,49
2021-02-02 05:48:57,50
2021-02-02 05:49:07,50
2021-02-02 05:49:12,51
2021-02-02 05:49:17,65
2021-02-02 05:49:22,66
2021-02-02 05:49:27,67
2021-02-02 05:49:37,68
2021-02-02 05:49:47,64
2021-02-02 05:49:52,52
2021-02-02 05:49:57,49
2021-02-02 05:50:07,48
2021-02-02 05:50:12,47
2021-02-02 05:50:22,46
2021-02-02 05:50:37,48
2021-02-02 05:50:42,47
2021-02-02 05:50:47,46
2021-02-02 05:50:52,45
2021-02-02 05:51:02,46
2021-02-02 05:51:12,47
2021-02-02 05:51:27,48
2021-02-02 05:51:32,54
2021-02-02 05:51:37,60
2021-02-02 05:51:42,55
2021-02-02 05:51:47,51
2021-02-02 05:51:52,49
2021-02-02 05:51:57,47
2021-02-02 05:52:12,47
2021-02-02 05:52:22,46
2021-02-02 05:52:27,45
2021-02-02 05:52:37,47
2021-02-02 05:52:47,46
2021-02-02 05:53:02,47
2021-02-02 05:53:12,48
2021-02-02 05:53:17,49
2021-02-02 05:53:27,50
2021-02-02 05:53:32,49
2021-02-02 05:53:37,48
2021-02-02 05:53:52,48
2021-02-02 05:54:07,48
2021-02-02 05:54:12,49
2021-02-02 05:54:17,50
2021-02-02 05:54:22,49
2021-02-02 05:54:27,47
2021-02-02 05:54:42,47
2021-02-02 05:54:47,48
2021-02-02 05:54:52,49
2021-02-02 05:55:02,50
2021-02-02 05:55:17,50
2021-02-02 05:55:22,49
2021-02-02 05:55:27,48
2021-02-02 05:55:37,49
2021-02-02 05:55:47,50
2021-02-02 05:55:52,51
2021-02-02 05:55:57,50
2021-02-02 05:56:02,48
2021-02-02 05:56:07,47
2021-02-02 05:56:22,47
2021-02-02 05:56:27,48
2021-02-02 05:56:42,48
2021-02-02 05:56:52,49
2021-02-02 05:56:57,50
2021-02-02 05:57:07,49
2021-02-02 05:57:17,50
2021-02-02 05:57:32,48
2021-02-02 05:57:37,47
2021-02-02 05:57:52,47
2021-02-02 05:57:57,48
2021-02-02 05:58:02,47
2021-02-02 05:58:12,48
2021-02-02 05:58:17,49
2021-02-02 05:58:22,50
2021-02-02 05:58:32,51
2021-02-02 05:58:37,50
2021-02-02 05:58:42,49
2021-02-02 05:58:47,48
2021-02-02 05:58:57,49
2021-02-02 05:59:12,49
2021-02-02 05:59:27,49
2021-02-02 05:59:32,50
2021-02-02 05:59:47,50
2021-02-02 05:59:52,49
2021-02-02 06:00:02,48
2021-02-02 06:00:17,48
2021-02-02 06:00:22,47
2021-02-02 06:00:37,48
2021-02-02 06:00:42,49
2021-02-02 06:00:47,48
2021-02-02 06:00:52,47
2021-02-02 06:01:02,48
2021-02-02 06:01:12,49
2021-02-02 06:01:27,49
2021-02-02 06:01:32,51
2021-02-02 06:01:37,52
2021-02-02 06:01:47,51
2021-02-02 06:01:52,50
2021-02-02 06:02:07,50
2021-02-02 06:02:12,50
2021-02-02 06:02:22,49
2021-02-02 06:02:27,48
2021-02-02 06:02:42,48
2021-02-02 06:02:52,49
2021-02-02 06:03:07,50
2021-02-02 06:03:17,49
2021-02-02 06:03:22,48
2021-02-02 06:03:32,49
2021-02-02 06:03:37,50
2021-02-02 06:03:42,51
2021-02-02 06:03:52,55
2021-02-02 06:03:57,61
2021-02-02 06:04:02,62
2021-02-02 06:04:07,58
2021-02-02 06:04:12,58
2021-02-02 06:04:17,59
2021-02-02 06:04:22,60
2021-02-02 06:04:27,78
2021-02-02 06:04:32,82
2021-02-02 06:04:37,82
2021-02-02 06:04:47,79
2021-02-02 06:04:52,75
2021-02-02 06:05:07,75
2021-02-02 06:05:12,75
2021-02-02 06:05:17,75
2021-02-02 06:05:22,73
2021-02-02 06:05:27,70
2021-02-02 06:05:32,68
2021-02-02 06:05:37,65
2021-02-02 06:05:42,58
2021-02-02 06:05:47,54
2021-02-02 06:05:52,51
2021-02-02 06:05:57,50
2021-02-02 06:06:02,49
2021-02-02 06:06:17,48
2021-02-02 06:06:22,47
2021-02-02 06:06:37,47
2021-02-02 06:06:42,48
2021-02-02 06:06:57,48
2021-02-02 06:07:02,49
2021-02-02 06:07:17,50
2021-02-02 06:07:22,49
2021-02-02 06:07:27,48
2021-02-02 06:07:32,47
2021-02-02 06:07:42,48
2021-02-02 06:07:47,52
2021-02-02 06:07:52,56
2021-02-02 06:07:57,58
2021-02-02 06:08:02,56
2021-02-02 06:08:07,51
2021-02-02 06:08:17,56
2021-02-02 06:08:22,56
2021-02-02 06:08:27,54
2021-02-02 06:08:32,53
2021-02-02 06:08:37,52
2021-02-02 06:08:42,50
2021-02-02 06:08:52,51
2021-02-02 06:09:02,50
2021-02-02 06:09:17,50
2021-02-02 06:09:22,56
2021-02-02 06:09:27,57
2021-02-02 06:09:32,56
2021-02-02 06:09:37,54
2021-02-02 06:09:42,52
2021-02-02 06:09:47,51
2021-02-02 06:09:52,49
2021-02-02 06:10:07,51
2021-02-02 06:10:12,50
2021-02-02 06:10:22,52
2021-02-02 06:10:32,50
2021-02-02 06:10:37,49
2021-02-02 06:10:42,48
2021-02-02 06:10:52,48
2021-02-02 06:11:02,49
2021-02-02 06:11:07,51
2021-02-02 06:11:12,55
2021-02-02 06:11:17,55
2021-02-02 06:11:22,59
2021-02-02 06:11:29,63
2021-02-02 06:11:34,60
2021-02-02 06:11:49,66
2021-02-02 06:11:54,68
2021-02-02 06:11:59,69
2021-02-02 06:12:04,74
2021-02-02 06:12:09,73
2021-02-02 06:12:24,70
2021-02-02 06:12:29,62
2021-02-02 06:12:34,60
2021-02-02 06:12:39,58
2021-02-02 06:12:44,56
2021-02-02 06:12:49,53
2021-02-02 06:12:54,52
2021-02-02 06:12:59,50
2021-02-02 06:13:04,47
2021-02-02 06:13:19,47
2021-02-02 06:13:24,48
2021-02-02 06:13:29,47
2021-02-02 06:13:39,48
2021-02-02 06:13:49,47
2021-02-02 06:13:54,47
2021-02-02 06:14:09,49
2021-02-02 06:14:14,50
2021-02-02 06:14:24,51
2021-02-02 06:14:29,50
2021-02-02 06:14:38,49
2021-02-02 06:14:53,51
2021-02-02 06:14:58,52
2021-02-02 06:15:03,51
2021-02-02 06:15:08,50
2021-02-02 06:15:13,49
2021-02-02 06:15:23,50
2021-02-02 06:15:38,49
2021-02-02 06:15:53,52
2021-02-02 06:15:58,51
2021-02-02 06:16:03,50
2021-02-02 06:16:08,48
2021-02-02 06:16:23,48
2021-02-02 06:16:28,49
2021-02-02 06:16:33,51
2021-02-02 06:16:38,50
2021-02-02 06:16:48,54
2021-02-02 06:16:53,55
2021-02-02 06:16:58,53
2021-02-02 06:17:03,52
2021-02-02 06:17:08,51
2021-02-02 06:17:13,60
2021-02-02 06:17:18,63
2021-02-02 06:17:23,60
2021-02-02 06:17:28,58
2021-02-02 06:17:33,54
2021-02-02 06:17:38,51
2021-02-02 06:17:43,49
2021-02-02 06:17:58,49
2021-02-02 06:18:13,49
2021-02-02 06:18:28,49
2021-02-02 06:18:38,50
2021-02-02 06:18:43,51
2021-02-02 06:18:48,50
2021-02-02 06:18:58,49
2021-02-02 06:19:03,52
2021-02-02 06:19:08,53
2021-02-02 06:19:13,52
2021-02-02 06:19:18,51
2021-02-02 06:19:23,50
2021-02-02 06:19:38,49
2021-02-02 06:19:53,49
2021-02-02 06:20:08,49
2021-02-02 06:20:18,50
2021-02-02 06:20:33,50
2021-02-02 06:20:43,51
2021-02-02 06:20:48,53
2021-02-02 06:20:58,52
2021-02-02 06:21:03,51
2021-02-02 06:21:08,50
2021-02-02 06:21:13,49
2021-02-02 06:21:23,50
2021-02-02 06:21:28,51
2021-02-02 06:21:33,51
2021-02-02 06:21:38,50
2021-02-02 06:21:43,49
2021-02-02 06:21:53,48
2021-02-02 06:21:58,49
2021-02-02 06:22:08,47
2021-02-02 06:22:18,48
2021-02-02 06:22:23,51
2021-02-02 06:22:28,52
2021-02-02 06:22:38,51
2021-02-02 06:22:53,51
2021-02-02 06:23:08,51
2021-02-02 06:23:23,50
2021-02-02 06:23:28,49
2021-02-02 06:23:38,50
2021-02-02 06:23:43,52
2021-02-02 06:23:48,57
2021-02-02 06:23:53,63
2021-02-02 06:23:58,64
2021-02-02 06:24:03,67
2021-02-02 06:24:08,65
2021-02-02 06:24:13,59
2021-02-02 06:24:18,57
2021-02-02 06:24:23,54
2021-02-02 06:24:33,57
2021-02-02 06:24:38,58
2021-02-02 06:24:48,62
2021-02-02 06:24:53,61
2021-02-02 06:24:58,57
2021-02-02 06:25:03,52
2021-02-02 06:25:08,50
2021-02-02 06:25:18,49
2021-02-02 06:25:23,48
2021-02-02 06:25:28,47
2021-02-02 06:25:33,50
2021-02-02 06:25:38,52
2021-02-02 06:25:43,51
2021-02-02 06:25:48,50
2021-02-02 06:25:53,49
2021-02-02 06:26:03,50
2021-02-02 06:26:13,49
2021-02-02 06:26:18,50
2021-02-02 06:26:23,48
2021-02-02 06:26:38,48
2021-02-02 06:26:43,49
2021-02-02 06:26:53,48
2021-02-02 06:27:08,48
2021-02-02 06:27:13,49
2021-02-02 06:27:28,49
2021-02-02 06:27:43,49
2021-02-02 06:27:48,50
2021-02-02 06:27:53,53
2021-02-02 06:27:58,52
2021-02-02 06:28:03,51
2021-02-02 06:28:08,50
2021-02-02 06:28:13,49
2021-02-02 06:28:23,50
2021-02-02 06:28:33,51
2021-02-02 06:28:43,50
2021-02-02 06:28:48,49
2021-02-02 06:29:03,49
2021-02-02 06:29:13,51
2021-02-02 06:29:18,52
2021-02-02 06:29:23,51
2021-02-02 06:29:28,50
2021-02-02 06:29:43,50
2021-02-02 06:29:48,49
2021-02-02 06:30:03,48
2021-02-02 06:30:13,49
2021-02-02 06:30:28,49
2021-02-02 06:30:43,52
2021-02-02 06:30:48,57
2021-02-02 06:30:53,57
2021-02-02 06:30:58,55
2021-02-02 06:31:03,52
2021-02-02 06:31:08,50
2021-02-02 06:31:13,49
2021-02-02 06:31:28,49
2021-02-02 06:31:33,50
2021-02-02 06:31:38,51
2021-02-02 06:31:43,51
2021-02-02 06:31:48,52
2021-02-02 06:31:53,60
2021-02-02 06:31:58,67
2021-02-02 06:32:03,62
2021-02-02 06:32:08,57
2021-02-02 06:32:13,53
2021-02-02 06:32:18,49
2021-02-02 06:32:23,51
2021-02-02 06:32:28,57
2021-02-02 06:32:33,60
2021-02-02 06:32:38,58
2021-02-02 06:32:43,56
2021-02-02 06:32:48,54
2021-02-02 06:32:53,52
2021-02-02 06:32:58,51
2021-02-02 06:33:03,50
2021-02-02 06:33:08,49
2021-02-02 06:33:23,50
2021-02-02 06:33:38,50
2021-02-02 06:33:53,49
2021-02-02 06:33:58,49
2021-02-02 06:34:03,54
2021-02-02 06:34:08,60
2021-02-02 06:34:13,60
2021-02-02 06:34:18,58
2021-02-02 06:34:23,56
2021-02-02 06:34:28,54
2021-02-02 06:34:33,51
2021-02-02 06:34:38,53
2021-02-02 06:34:43,60
2021-02-02 06:34:48,66
2021-02-02 06:34:53,66
2021-02-02 06:34:58,63
2021-02-02 06:35:03,58
2021-02-02 06:35:08,56
2021-02-02 06:35:13,54
2021-02-02 06:35:18,53
2021-02-02 06:35:23,52
2021-02-02 06:35:28,51
2021-02-02 06:35:33,50
2021-02-02 06:35:38,49
2021-02-02 06:35:53,49
2021-02-02 06:36:08,50
2021-02-02 06:36:18,51
2021-02-02 06:36:33,51
2021-02-02 06:36:43,50
2021-02-02 06:36:53,49
2021-02-02 06:37:08,49
2021-02-02 06:37:13,50
2021-02-02 06:37:18,49
2021-02-02 06:37:33,49
2021-02-02 06:37:48,49
2021-02-02 06:38:03,48
2021-02-02 06:38:08,48
2021-02-02 06:38:18,50
2021-02-02 06:38:23,51
2021-02-02 06:38:28,50
2021-02-02 06:38:33,49
2021-02-02 06:38:48,47
2021-02-02 06:38:58,49
2021-02-02 06:39:03,50
2021-02-02 06:39:08,49
2021-02-02 06:39:18,50
2021-02-02 06:39:23,55
2021-02-02 06:39:28,58
2021-02-02 06:39:33,57
2021-02-02 06:39:38,56
2021-02-02 06:39:43,55
2021-02-02 06:39:48,54
2021-02-02 06:39:53,53
2021-02-02 06:39:58,52
2021-02-02 06:40:03,50
2021-02-02 06:40:18,52
2021-02-02 06:40:23,53
2021-02-02 06:40:33,51
2021-02-02 06:40:38,50
2021-02-02 06:40:43,48
2021-02-02 06:40:48,47
2021-02-02 06:41:03,48
2021-02-02 06:41:08,47
2021-02-02 06:41:13,48
2021-02-02 06:41:23,50
2021-02-02 06:41:28,53
2021-02-02 06:41:33,52
2021-02-02 06:41:38,50
2021-02-02 06:41:48,54
2021-02-02 06:41:53,56
2021-02-02 06:41:58,52
2021-02-02 06:42:08,59
2021-02-02 06:42:13,61
2021-02-02 06:42:18,55
2021-02-02 06:42:23,53
2021-02-02 06:42:28,52
2021-02-02 06:42:33,51
2021-02-02 06:42:48,51
2021-02-02 06:42:58,50
2021-02-02 06:43:03,49
2021-02-02 06:43:13,48
2021-02-02 06:43:28,48
2021-02-02 06:43:33,47
2021-02-02 06:43:48,48
2021-02-02 06:43:58,49
2021-02-02 06:44:08,50
2021-02-02 06:44:18,49
2021-02-02 06:44:33,49
2021-02-02 06:44:48,49
2021-02-02 06:45:03,49
2021-02-02 06:45:07,48
2021-02-02 06:45:12,47
2021-02-02 06:45:27,48
2021-02-02 06:45:37,49
2021-02-02 06:45:42,50
2021-02-02 06:45:47,51
2021-02-02 06:45:52,52
2021-02-02 06:45:57,51
2021-02-02 06:46:02,54
2021-02-02 06:46:17,55
2021-02-02 06:46:22,61
2021-02-02 06:46:27,77
2021-02-02 06:46:32,82
2021-02-02 06:46:37,82
2021-02-02 06:46:52,82
2021-02-02 06:47:02,82
2021-02-02 06:47:07,78
2021-02-02 06:47:12,73
2021-02-02 06:47:27,73
2021-02-02 06:47:42,71
2021-02-02 06:47:47,64
2021-02-02 06:47:52,62
2021-02-02 06:47:57,69
2021-02-02 06:48:02,71
2021-02-02 06:48:17,69
2021-02-02 06:48:22,62
2021-02-02 06:48:27,59
2021-02-02 06:48:32,57
2021-02-02 06:48:37,55
2021-02-02 06:48:42,54
2021-02-02 06:48:47,53
2021-02-02 06:48:57,54
2021-02-02 06:49:02,53
2021-02-02 06:49:12,54
2021-02-02 06:49:17,53
2021-02-02 06:49:22,52
2021-02-02 06:49:32,54
2021-02-02 06:49:42,53
2021-02-02 06:49:47,52
2021-02-02 06:50:02,52
2021-02-02 06:50:07,52
2021-02-02 06:50:17,53
2021-02-02 06:50:22,52
2021-02-02 06:50:27,52
2021-02-02 06:50:37,54
2021-02-02 06:50:42,56
2021-02-02 06:50:47,55
2021-02-02 06:50:52,53
2021-02-02 06:51:07,54
2021-02-02 06:51:22,54
2021-02-02 06:51:27,58
2021-02-02 06:51:32,59
2021-02-02 06:51:37,56
2021-02-02 06:51:42,53
2021-02-02 06:51:57,53
2021-02-02 06:52:12,53
2021-02-02 06:52:17,55
2021-02-02 06:52:22,57
2021-02-02 06:52:27,56
2021-02-02 06:52:32,54
2021-02-02 06:52:37,56
2021-02-02 06:52:42,57
2021-02-02 06:52:47,58
2021-02-02 06:52:52,63
2021-02-02 06:52:57,61
2021-02-02 06:53:02,59
2021-02-02 06:53:07,60
2021-02-02 06:53:12,58
2021-02-02 06:53:17,55
2021-02-02 06:53:27,58
2021-02-02 06:53:32,63
2021-02-02 06:53:37,62
2021-02-02 06:53:42,58
2021-02-02 06:53:47,52
2021-02-02 06:53:52,51
2021-02-02 06:54:02,53
2021-02-02 06:54:17,51
2021-02-02 06:54:32,52
2021-02-02 06:54:37,53
2021-02-02 06:54:42,54
2021-02-02 06:54:57,54
2021-02-02 06:55:02,53
2021-02-02 06:55:07,52
2021-02-02 06:55:12,51
2021-02-02 06:55:17,50
2021-02-02 06:55:22,49
2021-02-02 06:55:32,53
2021-02-02 06:55:37,59
2021-02-02 06:55:42,64
2021-02-02 06:55:47,66
2021-02-02 06:55:52,62
2021-02-02 06:55:57,59
2021-02-02 06:56:02,55
2021-02-02 06:56:07,53
2021-02-02 06:56:12,52
2021-02-02 06:56:22,54
2021-02-02 06:56:27,55
2021-02-02 06:56:32,56
2021-02-02 06:56:37,57
2021-02-02 06:56:52,58
2021-02-02 06:56:57,57
2021-02-02 06:57:07,55
2021-02-02 06:57:12,54
2021-02-02 06:57:17,53
2021-02-02 06:57:27,52
2021-02-02 06:57:32,51
2021-02-02 06:57:37,51
2021-02-02 06:57:47,53
2021-02-02 06:57:52,54
2021-02-02 06:57:57,55
2021-02-02 06:58:12,55
2021-02-02 06:58:27,56
2021-02-02 06:58:42,55
2021-02-02 06:58:52,56
2021-02-02 06:58:57,57
2021-02-02 06:59:02,58
2021-02-02 06:59:17,60
2021-02-02 06:59:22,62
2021-02-02 06:59:27,60
2021-02-02 06:59:32,59
2021-02-02 06:59:37,58
2021-02-02 06:59:42,56
2021-02-02 06:59:47,54
2021-02-02 06:59:52,53
2021-02-02 07:00:02,52
2021-02-02 07:00:17,53
2021-02-02 07:00:27,54
2021-02-02 07:00:32,55
2021-02-02 07:00:37,56
2021-02-02 07:00:42,55
2021-02-02 07:00:52,58
2021-02-02 07:00:57,60
2021-02-02 07:01:02,61
2021-02-02 07:01:07,61
2021-02-02 07:01:12,62
2021-02-02 07:01:17,64
2021-02-02 07:01:22,63
2021-02-02 07:01:37,66
2021-02-02 07:01:42,68
2021-02-02 07:01:47,67
2021-02-02 07:01:52,69
2021-02-02 07:01:57,71
2021-02-02 07:02:02,65
2021-02-02 07:02:07,59
2021-02-02 07:02:12,55
2021-02-02 07:02:17,53
2021-02-02 07:02:22,52
2021-02-02 07:02:27,53
2021-02-02 07:02:32,55
2021-02-02 07:02:37,56
2021-02-02 07:02:42,55
2021-02-02 07:02:47,54
2021-02-02 07:02:52,53
2021-02-02 07:02:57,51
2021-02-02 07:03:12,51
2021-02-02 07:03:17,52
2021-02-02 07:03:22,54
2021-02-02 07:03:27,56
2021-02-02 07:03:32,59
2021-02-02 07:03:37,64
2021-02-02 07:03:42,64
2021-02-02 07:03:47,65
2021-02-02 07:03:57,64
2021-02-02 07:04:02,63
2021-02-02 07:04:07,62
2021-02-02 07:04:12,63
2021-02-02 07:04:27,64
2021-02-02 07:04:42,63
2021-02-02 07:04:47,60
2021-02-02 07:04:52,58
2021-02-02 07:04:57,56
2021-02-02 07:05:02,55
2021-02-02 07:05:07,54
2021-02-02 07:05:17,55
2021-02-02 07:05:22,58
2021-02-02 07:05:27,60
2021-02-02 07:05:32,58
2021-02-02 07:05:37,56
2021-02-02 07:05:42,55
2021-02-02 07:05:52,54
2021-02-02 07:06:07,55
2021-02-02 07:06:12,56
2021-02-02 07:06:17,59
2021-02-02 07:06:22,60
2021-02-02 07:06:27,58
2021-02-02 07:06:37,59
2021-02-02 07:06:42,57
2021-02-02 07:06:47,57
2021-02-02 07:07:02,57
2021-02-02 07:07:12,59
2021-02-02 07:07:17,61
2021-02-02 07:07:22,63
2021-02-02 07:07:27,62
2021-02-02 07:07:32,60
